#YY  MM DD  WSPD WVHT ATMP  WTMP
#yr  mo dy  m/s     m degC  degC
2020 08 18  3.1  0.23 19.0  19.3
2020 08 18  3.1  0.20 19.3  19.6
2020 08 18  3.0  0.20 19.5  19.5
2020 08 18  2.9  0.20 19.6  19.7
2020 08 18  3.0  0.20 19.7  19.7
2020 08 18  3.7  0.19 19.7  20.0
2020 08 18  3.5  0.18 19.8  20.2
2020 08 18  3.0  0.21 19.9  20.3
2020 08 18  3.6  0.22 20.1  20.4
2020 08 18  4.3  0.22 20.2  20.4
2020 08 18  4.8  0.24 20.2  20.7
2020 08 18  5.6  0.29 20.3  20.8
2020 08 18  5.8  0.29 20.3  21.1
2020 08 18  6.0  0.32 20.4  21.2
2020 08 18  6.0  0.35 20.4  21.3
2020 08 18  6.6  0.41 20.6  21.4
2020 08 18  6.9  0.44 20.6  21.6
2020 08 18  6.7  0.48 20.7  21.6
2020 08 18  6.8  0.52 20.7  21.6
2020 08 18  6.9  0.49 20.7  21.5
2020 08 18  6.5  0.49 20.7  21.6
2020 08 18  6.9  0.49 20.8  21.6
2020 08 18  7.2  0.49 20.8  21.5
2020 08 18  7.5  0.53 20.8  21.4
2020 08 18  7.8  0.57 20.8  21.3
2020 08 18  7.7  0.58 20.9  21.3
2020 08 18  7.8  0.65 21.0  21.3
2020 08 18  8.5  0.70 21.0  21.4
2020 08 18  8.8  0.70 20.9  21.4
2020 08 18  8.7  0.75 20.9  21.5
2020 08 18  8.5  0.73 20.9  21.5
2020 08 18  8.8  0.74 20.8  21.4
2020 08 18  8.7  0.74 20.8  21.4
2020 08 18  8.6  0.78 20.7  21.4
2020 08 18  8.5  0.85 20.7  21.4
2020 08 18  8.4  0.77 20.7  21.3
2020 08 18  8.7  0.77 20.7  21.2
2020 08 18  8.5  0.70 20.6  21.1
2020 08 18  8.3  0.73 20.7  20.9
2020 08 18  8.2  0.87 20.8  20.8
2020 08 18  8.2  0.88 20.7  20.7
2020 08 18  8.0  0.89 20.8  20.5
2020 08 18  8.5  0.89 20.9  20.3
2020 08 18  8.5  0.89 20.8  20.2
2020 08 18  8.0  0.95 20.7  19.9
2020 08 18  8.1  0.84 20.7  19.8
2020 08 18  7.6  0.83 20.7  19.7
2020 08 18  7.9  0.82 20.7  19.5
2020 08 18  7.6  0.78 20.6  19.3
2020 08 18  7.6  0.79 20.6  19.1
2020 08 18  7.7  0.77 20.5  18.9
2020 08 18  7.6  0.76 20.4  18.5
2020 08 19  7.3  0.70 20.1  18.1
2020 08 19  6.6  0.75 20.0  18.0
2020 08 19  6.2  0.68 19.8  17.9
2020 08 19  6.3  0.68 19.6  17.8
2020 08 19  5.9  0.60 19.3  17.6
2020 08 19  5.1  0.54 18.8  17.4
2020 08 19  4.5  0.66 18.4  17.1
2020 08 19  3.9  0.66 18.1  17.0
2020 08 19  3.2  0.56 17.8  16.6
2020 08 19  3.0  0.54 17.6  16.4
2020 08 19  2.5  0.54 17.4  16.2
2020 08 19  2.2  0.44 17.3  16.3
2020 08 19  2.6  0.38 17.4  16.2
2020 08 19  2.7  0.35 17.3  16.2
2020 08 19  2.5  0.29 16.8  16.1
2020 08 19  2.4  0.29 16.7  16.1
2020 08 19  2.2  0.39 16.8  16.0
2020 08 19  2.6  0.33 17.0  15.8
2020 08 19  2.9  0.30 17.1  15.7
2020 08 19  2.9  0.26 16.8  15.5
2020 08 19  3.3  0.26 16.6  15.4
2020 08 19  3.1  0.26 16.6  15.3
2020 08 19  2.8  0.26 16.6  15.3
2020 08 19  3.0  0.25 16.5  15.3
2020 08 19  3.3  0.24 16.4  15.3
2020 08 19  2.8  0.22 16.3  15.2
2020 08 19  2.6  0.23 16.1  15.1
2020 08 19  2.4  0.20 15.8  15.1
2020 08 19  3.1  0.21 16.1  15.0
2020 08 19  3.4  0.20 16.3  14.9
2020 08 19  2.9  0.22 16.1  14.9
2020 08 19  3.8  0.22 15.8  14.9
2020 08 19  4.3  0.23 15.7  14.9
2020 08 19  3.7  0.26 15.7  14.9
2020 08 19  2.9  0.25 15.6  14.8
2020 08 19  2.2  0.23 15.6  14.8
2020 08 19  2.4  0.20 15.6  14.8
2020 08 19  1.6  0.22 15.4  14.8
2020 08 19  1.5  0.23 15.3  14.8
2020 08 19  1.3  0.23 15.5  14.8
2020 08 19  2.0  0.22 15.7  14.8
2020 08 19  2.0  0.22 15.6  14.7
2020 08 19  2.0  0.21 15.5  14.7
2020 08 19  1.9  0.20 15.2  14.7
2020 08 19  1.7  0.20 14.9  14.7
2020 08 19  1.4  0.20 14.7  14.7
2020 08 19  1.6  0.20 14.5  14.7
2020 08 19  1.8  0.19 14.2  14.7
2020 08 19  2.1  0.18 14.1  14.8
2020 08 19  2.0  0.18 14.2  14.8
2020 08 19  2.1  0.17 14.2  14.8
2020 08 19  2.0  0.17 14.2  14.9
2020 08 19  1.8  0.17 14.2  14.9
2020 08 19  1.3  0.17 14.3  14.9
2020 08 19  1.0  0.18 14.3  14.8
2020 08 19  1.6  0.16 14.2  14.8
2020 08 19  1.8  0.16 14.1  14.8
2020 08 19  1.6  0.15 14.1  14.7
2020 08 19  2.0  0.15 13.9  14.7
2020 08 19  2.6  0.15 13.9  14.7
2020 08 19  2.6  0.14 13.9  14.8
2020 08 19  2.6  0.15 12.9  14.8
2020 08 19  2.5  0.15 13.8  14.9
2020 08 19  2.5  0.15 13.8  14.9
2020 08 19  2.5  0.15 13.7  15.0
2020 08 19  2.6  0.16 13.6  15.0
2020 08 19  2.6  0.15 13.6  15.1
2020 08 19  2.7  0.16 13.7  15.1
2020 08 19  2.8  0.15 13.7  15.1
2020 08 19  3.1  0.15 13.6  15.2
2020 08 19  3.4  0.17 13.6  15.3
2020 08 19  3.4  0.18 13.4  15.3
2020 08 19  3.2  0.18 13.4  15.4
2020 08 19  3.2  0.17 13.5  15.4
2020 08 19  2.5  0.16 13.5  15.4
2020 08 19  2.6  0.16 13.7  15.7
2020 08 19  1.7  0.16 13.8  15.8
2020 08 19  1.8  0.14 14.0  16.1
2020 08 19  1.8  0.16 14.3  16.3
2020 08 19  2.1  0.14 14.6  16.5
2020 08 19  2.2  0.14 14.8  16.6
2020 08 19  2.1  0.15 14.9  16.8
2020 08 19  1.6  0.15 15.3  17.0
2020 08 19  1.3  0.13 15.8  17.1
2020 08 19  1.3  0.13 16.0  17.1
2020 08 19  1.2  0.13 16.2  17.1
2020 08 19  1.2  0.18 16.6  17.2
2020 08 19  1.3  0.13 16.7  17.3
2020 08 19  1.0  0.16 16.8  17.4
2020 08 19  0.8  0.12 16.8  17.5
2020 08 19  0.8  0.14 16.9  17.6
2020 08 19  0.9  0.11 17.1  17.5
2020 08 19  0.9  0.13 17.3  17.5
2020 08 19  1.5  0.13 17.4  17.4
2020 08 19  1.8  0.16 17.6  17.4
2020 08 19  1.5  0.11 17.8  17.1
2020 08 19  1.5  0.11 17.9  17.2
2020 08 19  1.4  0.10 18.0  17.1
2020 08 19  1.5  0.10 18.1  17.0
2020 08 19  1.5  0.09 18.3  17.0
2020 08 19  1.2  0.10 18.4  17.0
2020 08 19  1.6  0.10 18.5  17.0
2020 08 19  1.9  0.12 18.6  16.8
2020 08 19  1.9  0.12 18.7  16.8
2020 08 19  2.6  0.09 18.9  16.9
2020 08 19  2.5  0.10 18.9  16.9
2020 08 19  2.7  0.10 19.0  16.9
2020 08 19  2.7  0.10 19.1  17.0
2020 08 19  2.8  0.10 19.2  17.2
2020 08 19  2.9  0.10 19.3  17.3
2020 08 19  3.3  0.15 19.4  17.5
2020 08 19  3.5  0.13 19.5  17.5
2020 08 19  3.8  0.13 19.5  17.6
2020 08 19  3.9  0.15 19.6  17.7
2020 08 19  3.5  0.16 19.6  17.8
2020 08 19  3.6  0.18 19.7  17.7
2020 08 19  3.8  0.19 19.8  17.6
2020 08 19  3.7  0.20 19.8  17.7
2020 08 19  3.7  0.21 19.9  17.6
2020 08 19  3.5  0.21 19.9  17.6
2020 08 19  3.9  0.22 20.0  17.4
2020 08 19  4.1  0.23 20.0  17.4
2020 08 19  4.3  0.23 20.1  17.3
2020 08 19  4.2  0.25 20.2  17.5
2020 08 19  4.2  0.25 20.2  17.7
2020 08 19  4.3  0.25 20.2  17.8
2020 08 19  3.9  0.27 20.3  17.8
2020 08 19  3.6  0.25 20.3  17.7
2020 08 19  3.5  0.25 20.3  17.7
2020 08 19  3.4  0.29 20.4  17.8
2020 08 19  3.4  0.25 20.4  17.8
2020 08 19  3.8  0.28 20.5  18.0
2020 08 19  3.4  0.28 20.4  18.1
2020 08 19  4.0  0.28 20.4  18.1
2020 08 19  4.1  0.27 20.4  18.2
2020 08 19  3.7  0.27 20.4  18.2
2020 08 19  3.3  0.29 20.4  18.1
2020 08 19  2.7  0.26 20.4  18.1
2020 08 19  2.1  0.26 20.4  18.2
2020 08 19  1.9  0.24 20.4  18.3
2020 08 19  1.7  0.24 20.3  18.3
2020 08 19  1.0  0.24 20.2  18.2
2020 08 20  0.4  0.21 19.3  18.1
2020 08 20  0.9  0.22 19.4  18.0
2020 08 20  1.6  0.24 19.0  18.0
2020 08 20  1.5  0.22 18.2  18.0
2020 08 20  0.9  0.19 18.1  17.9
2020 08 20  0.8  0.20 18.0  17.8
2020 08 20  1.1  0.18 17.9  17.9
2020 08 20  1.3  0.18 17.7  17.8
2020 08 20  1.2  0.17 17.7  17.8
2020 08 20  1.6  0.16 17.8  17.8
2020 08 20  1.7  0.16 17.7  17.8
2020 08 20  1.9  0.16 17.7  18.0
2020 08 20  2.1  0.14 17.8  17.8
2020 08 20  1.6  0.14 17.9  17.8
2020 08 20  2.0  0.16 17.8  17.9
2020 08 20  1.9  0.14 17.7  17.7
2020 08 20  2.2  0.13 17.7  17.7
2020 08 20  2.7  0.12 17.9  17.7
2020 08 20  3.0  0.12 17.9  17.6
2020 08 20  2.9  0.12 18.0  17.4
2020 08 20  2.7  0.11 18.1  17.3
2020 08 20  2.7  0.11 18.2  17.4
2020 08 20  2.5  0.12 18.1  17.4
2020 08 20  2.7  0.11 18.0  17.4
2020 08 20  2.9  0.12 17.9  17.5
2020 08 20  2.9  0.12 17.9  17.6
2020 08 20  3.0  0.13 17.7  17.6
2020 08 20  3.1  0.15 17.6  17.6
2020 08 20  3.1  0.15 17.6  17.8
2020 08 20  2.9  0.17 17.7  17.8
2020 08 20  3.2  0.17 17.7  17.9
2020 08 20  3.3  0.17 17.8  17.9
2020 08 20  3.8  0.19 18.0  18.0
2020 08 20  4.3  0.21 18.1  18.1
2020 08 20  4.4  0.22 18.1  18.1
2020 08 20  4.2  0.24 18.1  18.2
2020 08 20  4.0  0.26 18.3  18.3
2020 08 20  3.9  0.26 18.3  18.4
2020 08 20  3.6  0.28 18.3  18.4
2020 08 20  3.5  0.29 18.2  18.5
2020 08 20  3.3  0.29 18.1  18.6
2020 08 20  3.3  0.29 17.9  18.6
2020 08 20  3.4  0.31 17.9  18.6
2020 08 20  3.4  0.33 18.1  18.6
2020 08 20  3.4  0.32 18.2  18.6
2020 08 20  3.2  0.32 18.3  18.6
2020 08 20  3.2  0.34 18.2  18.6
2020 08 20  3.7  0.36 18.2  18.6
2020 08 20  4.0  0.34 18.2  18.6
2020 08 20  4.1  0.37 18.3  18.6
2020 08 20  4.3  0.35 18.5  18.7
2020 08 20  4.2  0.36 18.5  18.8
2020 08 20  4.0  0.36 18.4  18.9
2020 08 20  3.9  0.36 18.4  19.0
2020 08 20  4.0  0.34 18.4  19.0
2020 08 20  3.6  0.39 18.3  19.0
2020 08 20  3.5  0.34 18.3  19.0
2020 08 20  3.7  0.37 18.2  19.0
2020 08 20  3.9  0.38 18.1  18.9
2020 08 20  4.1  0.38 18.1  19.0
2020 08 20  4.5  0.39 18.0  18.9
2020 08 20  4.1  0.40 17.0  18.9
2020 08 20  4.1  0.40 18.3  18.9
2020 08 20  4.3  0.41 18.2  18.9
2020 08 20  4.1  0.43 18.4  19.0
2020 08 20  4.2  0.57 18.5  19.1
2020 08 20  3.9  0.55 18.7  19.1
2020 08 20  3.9  0.55 18.8  19.1
2020 08 20  4.3  0.56 18.7  19.1
2020 08 20  4.3  0.55 18.7  19.1
2020 08 20  4.5  0.54 18.6  19.0
2020 08 20  4.7  0.56 18.6  19.0
2020 08 20  4.5  0.56 18.8  19.0
2020 08 20  4.5  0.54 18.8  19.0
2020 08 20  4.6  0.57 18.8  19.0
2020 08 20  4.5  0.52 18.9  18.9
2020 08 20  4.3  0.51 19.0  18.8
2020 08 20  3.9  0.57 18.9  18.8
2020 08 20  3.5  0.54 19.3  18.7
2020 08 20  3.6  0.56 18.8  18.7
2020 08 20  2.1  0.52 19.3  18.7
2020 08 20  2.7  0.52 19.4  18.6
2020 08 20  2.0  0.52 19.3  18.7
2020 08 20  1.8  0.57 20.0  19.4
2020 08 20  2.3  0.53 20.8  19.7
2020 08 20  2.2  0.55 20.9  19.8
2020 08 20  1.6  0.55 20.8  20.0
2020 08 20  2.3  0.53 21.0  20.1
2020 08 20  2.7  0.51 21.0  20.2
2020 08 20  2.8  0.57 21.1  20.3
2020 08 20  3.0  0.57 21.2  20.3
2020 08 20  2.9  0.55 21.2  20.3
2020 08 20  3.1  0.54 21.2  20.3
2020 08 20  3.1  0.54 21.3  20.4
2020 08 20  2.9  0.55 21.3  20.4
2020 08 20  3.1  0.54 21.4  20.4
2020 08 20  3.2  0.52 21.4  20.3
2020 08 20  3.0  0.55 21.4  20.3
2020 08 20  2.8  0.68 21.3  20.3
2020 08 20  3.1  0.63 21.4  20.2
2020 08 20  3.0  0.60 21.4  20.2
2020 08 20  3.0  0.52 21.4  20.2
2020 08 20  3.0  0.52 21.4  20.2
2020 08 20  3.1  0.54 21.4  20.3
2020 08 20  3.1  0.50 21.5  20.4
2020 08 20  3.0  0.51 21.5  20.4
2020 08 20  3.3  0.51 21.5  20.4
2020 08 20  3.2  0.48 21.5  20.3
2020 08 20  3.3  0.52 21.5  20.4
2020 08 20  3.5  0.51 21.5  20.5
2020 08 20  3.4  0.46 21.6  20.6
2020 08 20  3.7  0.52 21.6  20.7
2020 08 20  3.7  0.52 21.6  20.7
2020 08 20  4.0  0.49 21.6  20.8
2020 08 20  4.0  0.52 21.6  20.8
2020 08 20  4.3  0.52 21.7  20.8
2020 08 20  4.4  0.50 21.7  20.9
2020 08 20  4.2  0.47 21.7  20.9
2020 08 20  4.2  0.50 21.7  20.8
2020 08 20  4.4  0.49 21.8  20.7
2020 08 20  4.3  0.50 21.7  20.8
2020 08 20  4.2  0.52 21.8  21.0
2020 08 20  4.2  0.52 21.9  21.1
2020 08 20  4.2  0.59 21.9  21.2
2020 08 20  4.1  0.53 21.9  21.3
2020 08 20  4.0  0.53 22.0  21.4
2020 08 20  4.2  0.56 22.0  21.4
2020 08 20  3.8  0.51 22.0  21.5
2020 08 20  3.8  0.57 22.0  21.5
2020 08 20  3.6  0.54 22.0  21.5
2020 08 20  3.6  0.54 22.0  21.6
2020 08 20  3.6  0.52 22.0  21.6
2020 08 20  3.5  0.49 22.0  21.6
2020 08 20  3.6  0.49 22.0  21.7
2020 08 20  3.5  0.45 22.0  21.7
2020 08 20  3.2  0.43 21.8  21.8
2020 08 20  3.5  0.44 21.6  21.8
2020 08 20  3.1  0.48 21.8  21.8
2020 08 20  3.1  0.46 21.6  21.8
2020 08 20  3.1  0.43 21.6  21.8
2020 08 20  3.3  0.56 21.7  21.8
2020 08 20  3.2  0.55 21.7  21.8
2020 08 21  3.2  0.46 21.8  21.8
2020 08 21  3.1  0.46 21.8  21.8
2020 08 21  3.0  0.50 21.8  21.8
2020 08 21  3.4  0.55 21.7  21.8
2020 08 21  3.3  0.55 21.7  21.8
2020 08 21  3.1  0.46 21.7  21.8
2020 08 21  2.8  0.46 21.7  21.8
2020 08 21  2.9  0.38 21.7  21.8
2020 08 21  3.2  0.42 21.9  21.8
2020 08 21  3.4  0.39 22.0  21.8
2020 08 21  3.4  0.36 22.1  21.8
2020 08 21  3.4  0.36 22.2  21.7
2020 08 21  3.5  0.38 22.2  21.7
2020 08 21  3.4  0.38 22.2  21.7
2020 08 21  3.5  0.37 22.3  21.7
2020 08 21  3.3  0.39 22.3  21.7
2020 08 21  2.9  0.37 21.9  21.7
2020 08 21  3.1  0.36 22.0  21.7
2020 08 21  3.4  0.35 22.2  21.6
2020 08 21  3.3  0.37 22.2  21.6
2020 08 21  3.4  0.38 22.4  21.6
2020 08 21  3.1  0.38 22.3  21.6
2020 08 21  3.1  0.35 22.1  21.6
2020 08 21  3.0  0.35 22.1  21.6
2020 08 21  3.1  0.34 22.3  21.6
2020 08 21  3.1  0.36 22.5  21.6
2020 08 21  3.0  0.35 22.6  21.5
2020 08 21  3.2  0.36 22.7  21.6
2020 08 21  3.5  0.34 22.6  21.6
2020 08 21  3.6  0.35 22.7  21.5
2020 08 21  3.9  0.32 22.8  21.5
2020 08 21  4.0  0.33 22.8  21.5
2020 08 21  4.0  0.33 22.8  21.5
2020 08 21  3.7  0.37 22.8  21.5
2020 08 21  3.7  0.34 22.8  21.5
2020 08 21  3.2  0.35 22.7  21.5
2020 08 21  3.0  0.34 22.7  21.6
2020 08 21  3.1  0.37 22.7  21.6
2020 08 21  2.8  0.37 22.6  21.6
2020 08 21  2.7  0.37 22.7  21.5
2020 08 21  2.9  0.35 22.6  21.6
2020 08 21  3.0  0.36 22.6  21.5
2020 08 21  3.1  0.36 22.6  21.5
2020 08 21  3.0  0.37 22.6  21.5
2020 08 21  2.8  0.37 22.5  21.5
2020 08 21  2.7  0.40 22.5  21.5
2020 08 21  2.7  0.37 22.5  21.5
2020 08 21  2.7  0.35 22.5  21.5
2020 08 21  2.8  0.34 22.5  21.5
2020 08 21  2.7  0.38 22.4  21.4
2020 08 21  2.4  0.38 22.3  21.4
2020 08 21  2.3  0.35 22.3  21.4
2020 08 21  2.2  0.35 22.3  21.4
2020 08 21  2.1  0.37 22.2  21.4
2020 08 21  1.9  0.36 22.1  21.4
2020 08 21  1.7  0.34 21.9  21.4
2020 08 21  2.0  0.42 21.8  21.4
2020 08 21  2.3  0.40 21.9  21.4
2020 08 21  2.4  0.41 21.9  21.4
2020 08 21  2.2  0.42 22.0  21.3
2020 08 21  2.4  0.40 22.0  21.3
2020 08 21  2.6  0.34 22.0  21.3
2020 08 21  2.5  0.34 20.5  21.3
2020 08 21  2.5  0.35 22.0  21.3
2020 08 21  2.5  0.33 21.9  21.3
2020 08 21  2.6  0.35 21.9  21.3
2020 08 21  2.8  0.33 22.0  21.3
2020 08 21  2.9  0.32 22.0  21.3
2020 08 21  3.0  0.35 22.1  21.3
2020 08 21  2.7  0.36 22.1  21.3
2020 08 21  3.0  0.38 22.1  21.3
2020 08 21  3.1  0.37 22.1  21.3
2020 08 21  3.3  0.39 22.1  21.3
2020 08 21  3.4  0.39 22.1  21.3
2020 08 21  3.4  0.39 22.0  21.3
2020 08 21  3.2  0.33 22.0  21.3
2020 08 21  3.4  0.35 22.0  21.3
2020 08 21  3.6  0.32 22.1  21.3
2020 08 21  3.6  0.34 22.0  21.3
2020 08 21  3.8  0.34 22.0  21.3
2020 08 21  4.0  0.35 22.0  21.4
2020 08 21  4.0  0.36 22.1  21.4
2020 08 21  3.8  0.37 22.1  21.4
2020 08 21  3.6  0.37 22.0  21.4
2020 08 21  3.9  0.37 22.1  21.4
2020 08 21  3.6  0.36 22.1  21.4
2020 08 21  3.7  0.36 22.1  21.4
2020 08 21  3.4  0.35 22.1  21.5
2020 08 21  3.2  0.35 22.1  21.5
2020 08 21  3.0  0.33 22.2  21.5
2020 08 21  2.7  0.35 22.2  21.5
2020 08 21  2.7  0.36 22.2  21.6
2020 08 21  2.7  0.38 22.2  21.6
2020 08 21  2.7  0.38 22.1  21.6
2020 08 21  2.7  0.36 22.1  21.6
2020 08 21  2.7  0.36 22.2  21.7
2020 08 21  2.8  0.40 22.2  21.7
2020 08 21  2.6  0.35 22.2  21.7
2020 08 21  2.6  0.35 22.2  21.7
2020 08 21  2.6  0.34 22.2  21.7
2020 08 21  2.6  0.36 22.2  21.8
2020 08 21  2.7  0.35 22.3  21.8
2020 08 21  3.2  0.33 22.3  21.8
2020 08 21  3.4  0.33 22.3  21.9
2020 08 21  3.3  0.39 22.4  21.9
2020 08 21  3.6  0.36 22.4  21.9
2020 08 21  3.5  0.39 22.4  22.0
2020 08 21  3.5  0.40 22.5  22.1
2020 08 21  3.3  0.40 22.4  22.1
2020 08 21  3.1  0.39 22.5  22.1
2020 08 21  3.0  0.39 22.5  22.1
2020 08 21  3.3  0.38 22.5  22.1
2020 08 21  3.5  0.40 22.5  22.1
2020 08 21  3.7  0.40 22.5  22.2
2020 08 21  3.6  0.40 22.6  22.2
2020 08 21  3.9  0.41 22.6  22.2
2020 08 21  3.8  0.41 22.6  22.2
2020 08 21  3.8  0.40 22.7  22.3
2020 08 21  3.9  0.42 22.7  22.3
2020 08 21  3.9  0.41 22.7  22.3
2020 08 21  3.7  0.38 22.8  22.3
2020 08 21  3.6  0.43 22.7  22.3
2020 08 21  3.3  0.40 22.8  22.3
2020 08 21  3.3  0.39 22.8  22.3
2020 08 21  3.5  0.39 22.9  22.3
2020 08 21  3.5  0.40 22.9  22.3
2020 08 21  3.4  0.41 22.9  22.3
2020 08 21  3.1  0.42 22.9  22.3
2020 08 21  3.1  0.41 22.9  22.4
2020 08 21  2.9  0.38 22.9  22.4
2020 08 21  3.0  0.40 23.0  22.4
2020 08 21  2.8  0.37 23.0  22.4
2020 08 21  2.7  0.38 23.0  22.5
2020 08 21  2.7  0.35 23.1  22.5
2020 08 21  2.6  0.35 23.1  22.5
2020 08 21  2.6  0.36 23.1  22.5
2020 08 21  2.5  0.35 23.1  22.4
2020 08 21  2.4  0.33 23.1  22.4
2020 08 21  2.5  0.32 23.1  22.5
2020 08 21  2.8  0.33 23.0  22.4
2020 08 21  2.9  0.30 23.0  22.4
2020 08 21  3.0  0.32 22.9  22.4
2020 08 21  2.6  0.33 22.8  22.4
2020 08 21  2.4  0.33 22.8  22.4
2020 08 22  2.2  0.33 22.7  22.4
2020 08 22  1.7  0.33 22.7  22.4
2020 08 22  1.7  0.35 22.5  22.3
2020 08 22  1.8  0.35 22.4  22.3
2020 08 22  1.9  0.36 22.3  22.3
2020 08 22  1.8  0.32 22.2  22.3
2020 08 22  1.6  0.31 22.0  22.3
2020 08 22  1.8  0.31 21.9  22.3
2020 08 22  1.9  0.32 21.9  22.3
2020 08 22  2.2  0.29 22.0  22.3
2020 08 22  2.1  0.28 22.2  22.3
2020 08 22  2.0  0.28 22.2  22.2
2020 08 22  1.9  0.28 22.2  22.2
2020 08 22  2.2  0.26 22.1  22.2
2020 08 22  2.7  0.26 22.1  22.2
2020 08 22  2.7  0.25 22.1  22.2
2020 08 22  2.5  0.25 22.2  22.2
2020 08 22  2.0  0.26 22.0  22.1
2020 08 22  1.8  0.25 22.0  22.1
2020 08 22  1.5  0.24 22.0  22.1
2020 08 22  1.5  0.23 22.0  22.1
2020 08 22  1.2  0.23 22.0  22.1
2020 08 22  1.3  0.24 21.9  22.1
2020 08 22  1.6  0.21 21.8  22.1
2020 08 22  1.8  0.23 21.8  22.1
2020 08 22  1.8  0.22 21.6  22.1
2020 08 22  1.3  0.21 21.6  22.1
2020 08 22  1.7  0.22 21.7  22.1
2020 08 22  1.7  0.22 21.8  22.1
2020 08 22  1.7  0.19 21.7  22.0
2020 08 22  1.8  0.18 21.6  22.1
2020 08 22  2.2  0.18 21.5  22.1
2020 08 22  2.6  0.18 21.5  22.0
2020 08 22  2.6  0.18 21.6  22.1
2020 08 22  3.1  0.17 21.6  22.1
2020 08 22  3.0  0.17 21.7  22.1
2020 08 22  2.7  0.16 21.8  22.1
2020 08 22  2.3  0.17 21.8  22.1
2020 08 22  2.3  0.17 21.7  22.1
2020 08 22  2.2  0.17 21.5  22.1
2020 08 22  2.3  0.16 21.5  22.1
2020 08 22  2.2  0.17 21.6  22.1
2020 08 22  2.1  0.17 21.4  22.1
2020 08 22  2.2  0.17 21.4  22.1
2020 08 22  2.2  0.17 21.6  22.1
2020 08 22  2.1  0.18 21.9  22.1
2020 08 22  1.7  0.18 21.7  22.1
2020 08 22  2.7  0.18 21.6  22.1
2020 08 22  3.2  0.18 21.7  22.1
2020 08 22  2.7  0.18 21.5  22.1
2020 08 22  2.4  0.19 21.8  22.1
2020 08 22  2.1  0.20 22.2  22.1
2020 08 22  2.0  0.20 22.4  22.1
2020 08 22  1.6  0.18 22.4  22.1
2020 08 22  1.4  0.19 22.4  22.1
2020 08 22  1.1  0.20 22.3  22.1
2020 08 22  0.9  0.19 22.2  22.0
2020 08 22  0.6  0.18 22.2  22.0
2020 08 22  0.8  0.20 22.1  22.1
2020 08 22  0.6  0.20 22.0  22.1
2020 08 22  1.6  0.20 21.8  22.1
2020 08 22  1.9  0.19 21.8  22.0
2020 08 22  2.1  0.19 20.5  22.0
2020 08 22  1.8  0.20 22.0  22.0
2020 08 22  1.7  0.21 22.0  22.0
2020 08 22  2.5  0.21 22.0  22.0
2020 08 22  2.7  0.24 21.9  22.0
2020 08 22  3.1  0.21 21.9  22.0
2020 08 22  3.2  0.24 21.9  22.0
2020 08 22  3.0  0.24 21.9  22.0
2020 08 22  2.8  0.24 21.9  22.0
2020 08 22  2.9  0.25 22.1  22.0
2020 08 22  2.7  0.24 22.1  22.0
2020 08 22  2.9  0.24 22.1  21.9
2020 08 22  2.3  0.24 22.2  21.9
2020 08 22  2.5  0.24 22.2  21.9
2020 08 22  2.8  0.25 22.1  21.9
2020 08 22  2.7  0.27 22.1  21.9
2020 08 22  2.9  0.25 22.1  21.9
2020 08 22  3.0  0.25 22.1  21.9
2020 08 22  2.8  0.25 22.3  21.9
2020 08 22  2.4  0.25 22.3  21.9
2020 08 22  2.2  0.26 22.2  21.9
2020 08 22  2.5  0.26 22.3  21.9
2020 08 22  2.3  0.24 22.5  21.9
2020 08 22  2.6  0.25 22.3  21.9
2020 08 22  3.0  0.24 22.4  21.9
2020 08 22  3.2  0.26 22.4  21.9
2020 08 22  3.0  0.26 22.5  21.9
2020 08 22  3.1  0.29 22.4  21.9
2020 08 22  3.3  0.28 22.0  21.9
2020 08 22  3.8  0.30 21.9  21.0
2020 08 22  3.4  0.31 22.0  21.4
2020 08 22  3.4  0.31 22.1  21.3
2020 08 22  3.5  0.34 22.2  21.8
2020 08 22  3.5  0.32 22.2  21.8
2020 08 22  3.4  0.31 22.3  21.7
2020 08 22  3.2  0.32 22.5  21.7
2020 08 22  2.8  0.32 22.6  21.8
2020 08 22  2.8  0.33 22.5  22.1
2020 08 22  2.9  0.34 22.5  22.2
2020 08 22  3.2  0.38 22.6  22.2
2020 08 22  3.3  0.34 22.6  22.2
2020 08 22  3.1  0.34 22.7  22.2
2020 08 22  3.2  0.32 22.8  22.3
2020 08 22  3.5  0.32 22.9  22.2
2020 08 22  3.1  0.32 23.1  22.3
2020 08 22  3.4  0.35 23.0  22.4
2020 08 22  3.3  0.35 23.2  22.5
2020 08 22  3.3  0.35 23.2  22.5
2020 08 22  3.5  0.37 22.9  22.5
2020 08 22  3.6  0.36 22.9  22.5
2020 08 22  3.7  0.40 23.0  22.6
2020 08 22  3.7  0.40 23.0  22.6
2020 08 22  3.6  0.40 23.0  22.6
2020 08 22  3.5  0.34 23.1  22.4
2020 08 22  3.9  0.36 23.2  22.5
2020 08 22  3.8  0.39 23.2  22.6
2020 08 22  3.8  0.37 23.2  22.6
2020 08 22  3.6  0.37 23.3  22.6
2020 08 22  3.3  0.35 23.3  22.7
2020 08 22  3.4  0.37 23.4  22.6
2020 08 22  3.5  0.40 23.4  22.6
2020 08 22  3.1  0.40 23.5  22.7
2020 08 22  3.1  0.40 23.3  22.7
2020 08 22  3.2  0.43 23.2  22.7
